Element 1: (2, (6, 5), ['.', '', '.', '.'], [(1, 5), (7, 4), (15, 2)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'East', (7, 5))
Element 2: (2, (7, 5), ['', '', '.', '.'], [(1, 6), (8, 4), (15, 3)], [False, False, False, False], 96, False, [False, False, True, True], 58, 'East', (8, 5))
Element 3: (2, (8, 5), ['', '', '.', '.'], [(1, 7), (9, 4), (15, 4)], [False, False, False, False], 94, False, [False, False, True, True], 97, 'East', (9, 5))
Element 4: (2, (9, 5), ['', '', '.', 'F'], [(1, 8), (10, 4), (15, 5)], [False, False, False, False], 92, False, [False, False, True, False], 1126, 'East', (10, 5))
Element 5: (2, (10, 5), ['', '', 'F', 'F'], [(1, 9), (11, 4), (15, 6)], [False, False, False, False], 90, False, [False, False, False, False], 3145, 'East', (11, 5))
Element 6: (2, (11, 5), ['', '', 'F', '.'], [(1, 8), (11, 3), (15, 7)], [False, False, False, False], 88, False, [False, False, False, True], 5154, 'North', (11, 6))
Element 7: (2, (11, 6), ['F', '', 'F', '.'], [(1, 7), (10, 3), (15, 8)], [False, False, False, False], 86, False, [False, False, False, True], 7163, 'North', (11, 7))
Element 8: (2, (11, 7), ['F', '', 'F', '.'], [(1, 6), (10, 2), (15, 9)], [False, False, False, False], 84, False, [False, False, False, True], 8182, 'North', (11, 8))
Element 9: (2, (11, 8), ['F', '', 'F', '.'], [(1, 5), (10, 1), (14, 9)], [False, False, False, False], 82, False, [False, False, False, True], 9201, 'North', (11, 9))
Element 10: (2, (11, 9), ['F', '', '%', '.'], [(1, 4), (11, 1), (14, 8)], [False, False, True, False], 80, False, [False, False, False, True], 10220, 'West', (10, 9))
Element 11: (2, (10, 9), ['.', 'F', '%', ''], [(1, 3), (12, 1), (14, 7)], [False, False, True, False], 78, False, [True, False, False, False], 11249, 'South', (10, 8))
Element 12: (2, (10, 8), ['.', 'F', '', ''], [(1, 2), (13, 1), (14, 6)], [False, False, False, False], 76, False, [True, False, False, False], 12278, 'South', (10, 7))
Element 13: (2, (10, 7), ['.', 'F', '', ''], [(1, 1), (14, 1), (14, 5)], [False, False, False, False], 74, False, [True, False, False, False], 13307, 'South', (10, 6))
Element 14: #1#
